-2.7	1.67611
-2.68127	1.68839
-2.66254	1.70064
-2.64381	1.71281
-2.62508	1.72487
-2.60635	1.73677
-2.58763	1.74849
-2.5689	1.75997
-2.55017	1.77119
-2.53144	1.78211
-2.51271	1.79267
-2.49398	1.80286
-2.47525	1.81263
-2.45652	1.82194
-2.43779	1.83076
-2.41906	1.83904
-2.40033	1.84675
-2.38161	1.85385
-2.36288	1.8603
-2.34415	1.86606
-2.32542	1.8711
-2.30669	1.87537
-2.28796	1.87885
-2.26923	1.88148
-2.2505	1.88324
-2.23177	1.88408
-2.21304	1.88397
-2.19431	1.88287
-2.17559	1.88076
-2.15686	1.87771
-2.13813	1.87374
-2.1194	1.86892
-2.10067	1.86329
-2.08194	1.8569
-2.06321	1.8498
-2.04448	1.84204
-2.02575	1.83366
-2.00702	1.82471
-1.98829	1.81525
-1.96957	1.80532
-1.95084	1.79497
-1.93211	1.78424
-1.91338	1.7732
-1.89465	1.76188
-1.87592	1.75034
-1.85719	1.73862
-1.83846	1.72677
-1.81973	1.71484
-1.801	1.70288
-1.78227	1.69094
-1.76355	1.67907
-1.74482	1.66731
-1.72609	1.65571
-1.70736	1.64433
-1.68863	1.63321
-1.6699	1.62236
-1.65117	1.61179
-1.63244	1.60149
-1.61371	1.59147
-1.59498	1.5817
-1.57625	1.5722
-1.55753	1.56296
-1.5388	1.55397
-1.52007	1.54524
-1.50134	1.53675
-1.48261	1.52851
-1.46388	1.52053
-1.44515	1.5128
-1.42642	1.50533
-1.40769	1.49814
-1.38896	1.49122
-1.37023	1.48459
-1.35151	1.47825
-1.33278	1.47221
-1.31405	1.46646
-1.29532	1.46103
-1.27659	1.45591
-1.25786	1.45112
-1.23913	1.44665
-1.2204	1.44252
-1.20167	1.43873
-1.18294	1.43528
-1.16421	1.43219
-1.14548	1.42946
-1.12676	1.4271
-1.10803	1.42511
-1.0893	1.4235
-1.07057	1.42228
-1.05184	1.42145
-1.03311	1.42101
-1.01438	1.42099
-0.995652	1.42137
-0.976923	1.42217
-0.958194	1.4234
-0.939465	1.42506
-0.920736	1.42715
-0.902007	1.42969
-0.883278	1.43267
-0.864548	1.43611
-0.845819	1.43998
-0.82709	1.4443
-0.808361	1.44905
-0.789632	1.45423
-0.770903	1.45984
-0.752174	1.46587
-0.733445	1.47232
-0.714716	1.47919
-0.695987	1.48646
-0.677258	1.49415
-0.658528	1.50223
-0.639799	1.51072
-0.62107	1.5196
-0.602341	1.52887
-0.583612	1.53852
-0.564883	1.54857
-0.546154	1.55898
-0.527425	1.56978
-0.508696	1.58094
-0.489967	1.59247
-0.471237	1.60437
-0.452508	1.61661
-0.433779	1.62921
-0.41505	1.64214
-0.396321	1.6554
-0.377592	1.66899
-0.358863	1.68289
-0.340134	1.69711
-0.321405	1.71162
-0.302676	1.72643
-0.283946	1.74153
-0.265217	1.75691
-0.246488	1.77256
-0.227759	1.78848
