-0.20903	1.80466
-0.190301	1.82108
-0.171572	1.83775
-0.152843	1.85466
-0.134114	1.87179
-0.115385	1.88915
-0.0966555	1.90672
-0.0779264	1.9245
-0.0591973	1.94248
-0.0404682	1.96065
-0.0217391	1.979
-0.00301003	1.99753
0.0157191	2.01623
0.0344482	2.0351
0.0531773	2.05412
0.0719064	2.07329
0.0906355	2.09259
0.109365	2.11204
0.128094	2.13161
0.146823	2.15129
0.165552	2.17109
0.184281	2.191
0.20301	2.211
0.221739	2.2311
0.240468	2.25128
0.259197	2.27154
0.277926	2.29188
0.296656	2.31227
0.315385	2.33273
0.334114	2.35323
0.352843	2.37378
0.371572	2.39437
0.390301	2.41498
0.40903	2.43562
0.427759	2.45628
0.446488	2.47694
0.465217	2.49761
0.483946	2.51828
0.502676	2.53893
0.521405	2.55957
0.540134	2.58018
0.558863	2.60076
0.577592	2.6213
0.596321	2.64179
0.61505	2.66224
0.633779	2.68262
0.652508	2.70294
0.671237	2.72319
0.689967	2.74335
0.708696	2.76343
0.727425	2.78342
0.746154	2.80331
0.764883	2.82309
0.783612	2.84275
0.802341	2.8623
0.82107	2.88172
0.839799	2.901
0.858528	2.92014
0.877258	2.93913
0.895987	2.95797
0.914716	2.97665
0.933445	2.99517
0.952174	3.01352
0.970903	3.03173
0.989632	3.04977
1.00836	3.06767
1.02709	3.08542
1.04582	3.10303
1.06455	3.1205
1.08328	3.13782
1.10201	3.15501
1.12074	3.17207
1.13946	3.18899
1.15819	3.20579
1.17692	3.22246
1.19565	3.23901
1.21438	3.25544
1.23311	3.27175
1.25184	3.28795
1.27057	3.30404
1.2893	3.32001
1.30803	3.33589
1.32676	3.35165
1.34548	3.36732
1.36421	3.38288
1.38294	3.39834
1.40167	3.4137
1.4204	3.42896
1.43913	3.44412
1.45786	3.45918
1.47659	3.47415
1.49532	3.48902
1.51405	3.50379
1.53278	3.51847
1.55151	3.53305
1.57023	3.54754
1.58896	3.56194
1.60769	3.57625
1.62642	3.59046
1.64515	3.60459
1.66388	3.61863
1.68261	3.63258
1.70134	3.64644
1.72007	3.66021
1.7388	3.6739
1.75753	3.6875
1.77625	3.70102
1.79498	3.71446
1.81371	3.72782
1.83244	3.74112
1.85117	3.75442
1.8699	3.76776
1.88863	3.78117
1.90736	3.7947
1.92609	3.8084
1.94482	3.82231
1.96355	3.83647
1.98227	3.85093
2.001	3.86572
2.01973	3.8809
2.03846	3.89649
2.05719	3.91256
2.07592	3.92914
2.09465	3.94626
2.11338	3.96399
2.13211	3.98236
2.15084	4.00141
2.16957	4.02118
2.18829	4.04173
2.20702	4.06309
2.22575	4.0853
2.24448	4.10842
2.26321	4.13247
2.28194	4.15751
2.30067	4.18358
2.3194	4.21073
2.33813	4.23898
2.35686	4.2684
2.37559	4.29901
2.39431	4.33087
2.41304	4.36401
2.43177	4.39842
2.4505	4.43405
2.46923	4.47085
2.48796	4.50876
2.50669	4.54775
2.52542	4.58776
2.54415	4.62875
2.56288	4.67066
2.58161	4.71345
2.60033	4.75707
2.61906	4.80146
2.63779	4.84659
2.65652	4.8924
2.67525	4.93884
2.69398	4.98587
2.71271	5.03343
2.73144	5.08149
2.75017	5.12998
2.7689	5.17885
2.78763	5.22807
2.80635	5.27759
2.82508	5.32734
2.84381	5.37729
2.86254	5.42739
2.88127	5.47758
2.9	5.52783
